Source_id,Source_url,Brand,Location,Gold_type,Buy_price,Sell_price,Unit,crawl_time
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","148.400","150.400","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 5 chỉ","148.400","150.420","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 0.5 chỉ, 1 chỉ, 2 chỉ","148.400","150.430","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng nhẫn SJC 99,99% 1 chỉ, 2 chỉ, 5 chỉ","146.000","148.500","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng nhẫn SJC 99,99% 0.5 chỉ, 0.3 chỉ","146.000","148.600","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 99,99%","144.500","147.500","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 99%","141.540","146.040","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 75%","103.286","110.786","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 68%","92.960","100.460","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 61%","82.634","90.134","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 58,3%","78.651","86.151","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 41,7%","54.164","61.664","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","148.400","150.400","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","148.400","150.400","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","148.400","150.400","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","148.400","150.400","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","148.400","150.400","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","148.400","150.400","x1000đ/lượng","2025-11-23T03:12:55.124067900"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","148.400","150.400","x1000đ/lượng","2025-11-23T03:12:55.124067900"
