Source_id,Source_url,Brand,Location,Gold_type,Buy_price,Sell_price,Unit,crawl_time
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 5 chỉ","147.800","149.820","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 0.5 chỉ, 1 chỉ, 2 chỉ","147.800","149.830","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng nhẫn SJC 99,99% 1 chỉ, 2 chỉ, 5 chỉ","145.400","147.900","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng nhẫn SJC 99,99% 0.5 chỉ, 0.3 chỉ","145.400","148.000","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 99,99%","143.900","146.900","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 99%","140.946","145.446","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 75%","102.836","110.336","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 68%","92.552","100.052","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 61%","82.268","89.768","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 58,3%","78.301","85.801","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Nữ trang 41,7%","53.913","61.413","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"1","https://giavang.org/trong-nuoc/sjc/","SJC","TP. Hồ Chí Minh","Vàng SJC 1L, 10L, 1KG","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:13.540304100"
"2","https://giavang.org/trong-nuoc/pnj/","PNJ","TP. Hồ Chí Minh","PNJ","146.100","149.100","x1000đ/lượng","2025-11-21T21:03:15.977786800"
"2","https://giavang.org/trong-nuoc/pnj/","PNJ","TP. Hồ Chí Minh","SJC","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:15.977786800"
"2","https://giavang.org/trong-nuoc/pnj/","PNJ","TP. Hồ Chí Minh","PNJ","146.100","149.100","x1000đ/lượng","2025-11-21T21:03:15.977786800"
"2","https://giavang.org/trong-nuoc/pnj/","PNJ","TP. Hồ Chí Minh","SJC","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:15.977786800"
"2","https://giavang.org/trong-nuoc/pnj/","PNJ","TP. Hồ Chí Minh","PNJ","146.100","149.100","x1000đ/lượng","2025-11-21T21:03:15.977786800"
"2","https://giavang.org/trong-nuoc/pnj/","PNJ","TP. Hồ Chí Minh","SJC","147.800","149.800","x1000đ/lượng","2025-11-21T21:03:15.977786800"
